1	ACP6
2	ADGRE2
3	ANGPT2
4	ANGPTL1
5	ANGPTL7
6	CANT1
7	CD164
8	CDH2
9	CHRDL2
10	CLMP
11	CLSTN2
12	CLUL1
13	CTSO
14	FAM3C
15	GAL
16	IGFBPL1
17	KLK10
18	KYAT1
19	LRIG1
20	LRP11
21	MCFD2
22	METRNL
23	NECTIN2
24	NOMO1
25	NPDC1
26	NPTXR
27	NT-proBNP
28	PILRB
29	QDPR
30	ROR1
31	RTN4R
32	SDC4
33	SEMA3F
34	SERPINB6
35	SERPINB8
36	SUMF2
37	TINAGL1
38	TXNDC5
39	TYMP
40	TYRO3
41	VCAN
