1	AGR2
2	AIFM1
3	AMN
4	BANK1
5	BTC
6	CES2
7	CSNK1D
8	FABP9
9	FGR
10	HPGDS
11	INPPL1
12	ITGB1BP1
13	KIR3DL1
14	LHB
15	LRP1
16	MAEA
17	MAGED1
18	MAX
19	METAP1
20	NOS3
21	PDCD1
22	PDGFC
23	PRKRA
24	PTPRJ
25	RARRES1
26	RASSF2
27	RCOR1
28	RRM2B
29	SIRT5
30	SMAD1
31	STXBP3
