11	32	0.023433616
23	32	0.023433616
32	33	0.018637989
5	33	0.018637989
33	34	0.013341007
30	34	0.013341007
34	35	0.013113189
19	35	0.013113189
35	36	0.01207504
18	36	0.01207504
36	37	0.01111725
13	37	0.01111725
37	38	0.010933503
4	38	0.010933503
12	39	0.007959328
38	39	0.007959328
3	40	0.007716389
39	40	0.007716389
40	41	0.00733989
26	41	0.00733989
41	42	0.006470768
16	42	0.006470768
29	43	0.0049386607
21	43	0.0049386607
22	44	0.0047492357
43	44	0.0047492357
42	45	0.0045781457
44	45	0.0045781457
45	46	0.0041845217
27	46	0.0041845217
46	47	0.0033694305
28	47	0.0033694305
47	48	0.0026515618
6	48	0.0026515618
2	49	0.002112502
24	49	0.002112502
20	50	0.002128391
48	50	0.002128391
15	51	0.0020877263
50	51	0.0020877263
25	52	0.0019171165
51	52	0.0019171165
14	53	0.0017147886
52	53	0.0017147886
49	54	0.0017075933
1	54	0.0017075933
53	54	0.0017075933
10	55	0.0015724075
54	55	0.0015724075
9	56	0.0015528488
8	56	0.0015528488
31	56	0.0015528488
55	56	0.0015528488
56	57	0.0008534506
7	57	0.0008534506
57	58	0.00024468164
17	58	0.00024468164
