23	12
26	21
26	19
26	4
26	29
26	12
26	11
26	24
26	30
26	6
26	16
26	31
26	15
30	12
12	19
12	31
12	4
12	29
12	8
12	18
12	2
12	11
12	21
12	27
12	7
12	28
12	3
12	17
12	6
12	10
12	1
12	14
12	5
12	20
12	16
12	24
12	25
12	22
5	4
5	29
5	24
1	4
1	29
1	18
1	24
1	17
1	21
1	19
1	8
1	31
29	21
29	24
29	19
29	31
29	3
29	4
29	18
29	11
29	6
29	2
29	20
29	7
29	8
19	31
19	3
19	6
19	21
19	17
19	18
19	4
19	10
19	13
19	27
19	11
7	21
7	4
7	20
21	24
21	18
21	28
21	14
24	31
24	4
24	14
31	18
31	4
31	11
31	6
31	3
31	9
4	11
18	3
