Protein,Group_Col,Group1,Group2,Group1_vs_Group2,F_P_Value,Log2_Fold_Change,Beta_Coefficient,Q_Value,Significant
DCTN2,Group,CJD,CTRL,CJD vs CTRL,0.004768473576906406,0.14344230158730162,0.14269702977957593,0.0332791019334011,True
DDAH1,Group,CJD,CTRL,CJD vs CTRL,2.630656172811321e-19,1.8075488095238095,1.7893682070921684,4.7650749312059613e-17,True
DDC,Group,CJD,CTRL,CJD vs CTRL,1.178106719750766e-06,0.6546377777777778,0.6366989801013484,2.0773253443392933e-05,True
DDR1,Group,CJD,CTRL,CJD vs CTRL,0.16420232146334357,-0.11149716931216958,-0.11478734145738409,0.4335293197446679,False
DDX58,Group,CJD,CTRL,CJD vs CTRL,0.07220486165943421,0.12202746031746026,0.1067541234400814,0.2609395943569432,False
DECR1,Group,CJD,CTRL,CJD vs CTRL,0.018160752792005158,0.26638986772486767,0.2659534994234727,0.09522447352123757,False
DEFB4A,Group,CJD,CTRL,CJD vs CTRL,0.3551826418916548,0.14287974867724884,0.12160954845200596,0.6594911422137051,False
DFFA,Group,CJD,CTRL,CJD vs CTRL,6.741534018495522e-06,0.44680497354497356,0.4160876384531156,0.00010332697332194098,True
DGKZ,Group,CJD,CTRL,CJD vs CTRL,0.8623467830487429,-0.004011137566137572,-0.008039749213023875,0.9547676586930637,False
DIABLO,Group,CJD,CTRL,CJD vs CTRL,0.9733656219671032,0.01223499999999994,-0.0027519900973270875,0.9927010986652657,False
DKKL1,Group,CJD,CTRL,CJD vs CTRL,0.11171353325122554,0.07328761904761905,0.0715524557399137,0.3440327898038128,False
DLL1,Group,CJD,CTRL,CJD vs CTRL,0.16645102263629183,-0.13286157407407462,-0.19734952552637244,0.4368174680313618,False
DNAJB1,Group,CJD,CTRL,CJD vs CTRL,3.3008132654332566e-05,0.2986799206349207,0.28832005479757283,0.0004399244435702852,True
DNER,Group,CJD,CTRL,CJD vs CTRL,0.11259863832107336,-0.05794575396825241,-0.07202537021828387,0.34595649476443896,False
DPEP1,Group,CJD,CTRL,CJD vs CTRL,0.14781182360889378,0.07217493386243379,0.07824996012042768,0.4086020647044032,False
DPEP2,Group,CJD,CTRL,CJD vs CTRL,0.5829237013090887,0.0232295634920634,0.03406097244107785,0.8282418788639285,False
DPP10,Group,CJD,CTRL,CJD vs CTRL,0.03818941306163073,-0.23996902116402152,-0.2538359238376494,0.1674200341590742,False
DPP6,Group,CJD,CTRL,CJD vs CTRL,0.5607758022387649,-0.06282735449735277,-0.06219109855368518,0.8130310782720512,False
DPP7,Group,CJD,CTRL,CJD vs CTRL,0.7808408220966536,-0.13328182539682487,-0.07762353312028492,0.9222008731936164,False
DRAXIN,Group,CJD,CTRL,CJD vs CTRL,0.014037287212986917,-0.30266641534391603,-0.30899651484292207,0.07742365334775483,False
DSG3,Group,CJD,CTRL,CJD vs CTRL,0.01716352106624563,-0.11345693121693134,-0.11128216313719584,0.09083217987913524,False
DSG4,Group,CJD,CTRL,CJD vs CTRL,0.43826563821135855,0.06133232804232769,0.05383993360069326,0.7289268656393086,False
DUSP3,Group,CJD,CTRL,CJD vs CTRL,0.10237144239363812,0.06287146825396794,0.06481172972541818,0.32662145551533056,False
Dkk-1,Group,CJD,CTRL,CJD vs CTRL,0.43289628111952183,-0.03819833333333378,-0.09178354716449869,0.7262670676094782,False
Dkk-4,Group,CJD,CTRL,CJD vs CTRL,0.0028851928437803394,0.34532447089947105,0.301835067475133,0.021879150299647293,True
ECE1,Group,CJD,CTRL,CJD vs CTRL,0.2478911481933023,0.055408941798941735,0.059920802260022436,0.5454700306738319,False
EDA2R,Group,CJD,CTRL,CJD vs CTRL,0.9492012534557202,0.04927185185185223,-0.010687834225183879,0.986173582064364,False
EDAR,Group,CJD,CTRL,CJD vs CTRL,0.5422884389022691,0.05871968253968257,0.030086310981366788,0.8021601444044328,False
EDIL3,Group,CJD,CTRL,CJD vs CTRL,0.056162918203612355,-0.24359371693121679,-0.24334345143627573,0.22126468516203188,False
EFNA4,Group,CJD,CTRL,CJD vs CTRL,0.436682476078741,-0.022497711640211693,-0.05688146227904844,0.7284163941290651,False
EGF,Group,CJD,CTRL,CJD vs CTRL,0.05018435883486539,0.09509994708994696,0.09730146482811142,0.2038579714138008,False
EGFL7,Group,CJD,CTRL,CJD vs CTRL,6.2236943768307675e-06,-0.28998339947089924,-0.32191502141946915,9.594360577048591e-05,True
EGLN1,Group,CJD,CTRL,CJD vs CTRL,0.4460924224020033,0.036918677248677145,0.033174593188294584,0.7352571241735645,False
EIF4B,Group,CJD,CTRL,CJD vs CTRL,1.343824378408637e-15,1.1586723148148148,1.1612914989977936,1.17695387867218e-13,True
EIF4G1,Group,CJD,CTRL,CJD vs CTRL,1.966072707620704e-09,0.675507208994709,0.6666816194794912,5.825129918117849e-08,True
EIF5A,Group,CJD,CTRL,CJD vs CTRL,0.5501609171253226,0.05177816137566138,0.035248469243674994,0.8069744766988209,False
EN-RAGE,Group,CJD,CTRL,CJD vs CTRL,0.541382776910396,-0.03905599206349164,-0.08212646994370713,0.8021470318920757,False
ENAH,Group,CJD,CTRL,CJD vs CTRL,0.002033767132174938,0.19805048941798975,0.20926227359875627,0.01647268703601042,True
ENO2,Group,CJD,CTRL,CJD vs CTRL,2.5674917447240664e-20,1.4704755291005274,1.4697230512959791,5.84654548727166e-18,True
ENPP7,Group,CJD,CTRL,CJD vs CTRL,0.8156236661363392,0.04249283068783083,0.020257983311658886,0.9392127186657008,False
ENTPD2,Group,CJD,CTRL,CJD vs CTRL,0.46181509886227434,0.07712097883597879,0.08214959632562788,0.7472099005753244,False
ENTPD5,Group,CJD,CTRL,CJD vs CTRL,0.15443503488282273,-0.12500984126984124,-0.12418273053691103,0.4200840019276913,False
ENTPD6,Group,CJD,CTRL,CJD vs CTRL,6.889192463692794e-05,-0.2787977777777778,-0.3056311774663793,0.0008660388633380373,True
EPHA10,Group,CJD,CTRL,CJD vs CTRL,0.00014820865676242766,-0.7126884920634913,-0.7738284897494696,0.0017168938872042857,True
EPHA2,Group,CJD,CTRL,CJD vs CTRL,0.6511115098316431,0.061309788359788286,0.029922469614411747,0.8669159260538248,False
EPHB6,Group,CJD,CTRL,CJD vs CTRL,0.00384795311635242,-0.5011416005291025,-0.5650780830761041,0.02800747610714958,True
EPO,Group,CJD,CTRL,CJD vs CTRL,0.8971734828084102,0.016106044973544842,0.006545762469814385,0.9694286097720936,False
ERBB2,Group,CJD,CTRL,CJD vs CTRL,0.016566814136165304,0.1887268915343915,0.1614641267120614,0.08829577317300683,False
ERBB2IP,Group,CJD,CTRL,CJD vs CTRL,0.7832412973494227,0.02787095238095244,0.017695749067152315,0.923529551843663,False
ERBB3,Group,CJD,CTRL,CJD vs CTRL,0.735581639128039,0.06571858465608571,0.031089795555603095,0.9038830810746948,False
ERBB4,Group,CJD,CTRL,CJD vs CTRL,0.747434849973116,-0.00021211640211582505,-0.03234929835186845,0.9088078925460187,False
EREG,Group,CJD,CTRL,CJD vs CTRL,0.17457812258966615,0.052347037037036914,0.05759129503193597,0.4466733987286161,False
ESM-1,Group,CJD,CTRL,CJD vs CTRL,0.9984730369217348,0.07979210317460339,-0.00023928927413460754,0.9996224203978795,False
EZR,Group,CJD,CTRL,CJD vs CTRL,1.5172678824593565e-05,0.43897751322751355,0.4161308528130367,0.00021788513555317244,True
FABP2,Group,CJD,CTRL,CJD vs CTRL,0.4532483589031999,-0.0049861904761902,-0.06337532661132839,0.7412906727785671,False
FABP9,Group,CJD,CTRL,CJD vs CTRL,0.974518309785176,0.005139272486772262,0.0016344852963765602,0.9927064113332352,False
FADD,Group,CJD,CTRL,CJD vs CTRL,0.5686573896590923,0.023749259259259137,0.023258610697555963,0.8191215245947886,False
FAM19A5,Group,CJD,CTRL,CJD vs CTRL,0.0014619957012890054,-0.12388039682539631,-0.14264621153306714,0.012356421780777702,True
FAM3B,Group,CJD,CTRL,CJD vs CTRL,0.11314162381971765,0.16578387566137587,0.17682092580435407,0.3471109954083614,False
FAM3C,Group,CJD,CTRL,CJD vs CTRL,0.7836473616142386,0.021253783068783783,0.00975516193428888,0.923529551843663,False
FASLG,Group,CJD,CTRL,CJD vs CTRL,0.0766703644853592,-0.15645451058200965,-0.1912623748343698,0.26942804450983815,False
FBP1,Group,CJD,CTRL,CJD vs CTRL,0.036898468910998475,0.38721521164021155,0.36061725968982017,0.16309163012175396,False
FCAR,Group,CJD,CTRL,CJD vs CTRL,3.089453342625117e-05,0.3291210185185185,0.3330143354319255,0.00041383097715499463,True
FCRL1,Group,CJD,CTRL,CJD vs CTRL,0.7195510481974385,0.026161005291005263,0.024727759121930024,0.8995245735416053,False
FCRL3,Group,CJD,CTRL,CJD vs CTRL,0.5484269650292546,0.02244416666666682,0.019460647190183457,0.8057074490844532,False
FCRL6,Group,CJD,CTRL,CJD vs CTRL,0.8322570619373165,-0.0062789417989419505,-0.011193759830068019,0.9441253258048028,False
FCRLB,Group,CJD,CTRL,CJD vs CTRL,0.45964548513184933,0.03675025132275145,0.03482541807869656,0.7461047895113725,False
FES,Group,CJD,CTRL,CJD vs CTRL,0.967539010465011,-0.0039670634920634384,-0.0021581007159336973,0.9909131217432714,False
FGF-19,Group,CJD,CTRL,CJD vs CTRL,0.0010528433258548441,-0.3421586904761913,-0.394351344567201,0.00949226392201709,True
FGF-21,Group,CJD,CTRL,CJD vs CTRL,0.2991813255832703,0.11017833333333332,0.09241917921093691,0.6089168736569229,False
FGF-23,Group,CJD,CTRL,CJD vs CTRL,0.48600296406485943,0.024605158730158755,0.03089891731089704,0.7624123091352759,False
FGF-5,Group,CJD,CTRL,CJD vs CTRL,0.0642477627677739,0.22383928571428613,0.20661151976123077,0.2421062266000747,False
FGF-BP1,Group,CJD,CTRL,CJD vs CTRL,0.07076840507083709,0.09117670634920616,0.08928580443418194,0.25778070768490474,False
FGF2,Group,CJD,CTRL,CJD vs CTRL,0.3959152479876258,0.04716767195767191,0.04791001146984159,0.6960117082353944,False
FGFR2,Group,CJD,CTRL,CJD vs CTRL,0.2486711603317293,-0.06402137566137434,-0.08237137136926972,0.5464001413988931,False
FGR,Group,CJD,CTRL,CJD vs CTRL,0.7615305994878869,0.026006097883597867,0.02890107490323708,0.9137874926052323,False
FHIT,Group,CJD,CTRL,CJD vs CTRL,1.2758861963706406e-08,0.5086702116402116,0.5161405750861241,3.30156265749156e-07,True
FKBP1B,Group,CJD,CTRL,CJD vs CTRL,2.7265215769239016e-06,0.3460308068783071,0.35077946565482965,4.443839870773721e-05,True
FKBP4,Group,CJD,CTRL,CJD vs CTRL,1.9171915978011895e-17,1.6785076190476191,1.656144445228511,2.4645188765283035e-15,True
FKBP5,Group,CJD,CTRL,CJD vs CTRL,6.11005111527062e-08,0.5239382804232804,0.5133484956902776,1.3678962749636752e-06,True
FKBP7,Group,CJD,CTRL,CJD vs CTRL,0.0383965386710633,0.0882860185185187,0.08748727653099296,0.16795851438439874,False
FLI1,Group,CJD,CTRL,CJD vs CTRL,0.4627617969141409,-0.025203571428571436,-0.03215684514368726,0.7480392045937792,False
FLRT2,Group,CJD,CTRL,CJD vs CTRL,0.6911202528280423,-0.017903955026455032,-0.03779472419874733,0.887565004034724,False
FOSB,Group,CJD,CTRL,CJD vs CTRL,5.249925253977802e-08,0.857287962962963,0.8649131570030395,1.1786451908226222e-06,True
FOXO1,Group,CJD,CTRL,CJD vs CTRL,0.0382369337735364,0.10322503968253938,0.11203470657203324,0.1675362079027406,False
FR-alpha,Group,CJD,CTRL,CJD vs CTRL,0.7466028123737283,0.04024506613756529,0.01803369099493357,0.9088078925460187,False
FR-gamma,Group,CJD,CTRL,CJD vs CTRL,0.808488708262619,0.08067929894179926,0.024435120291894458,0.9360335567770298,False
FS,Group,CJD,CTRL,CJD vs CTRL,0.011707932073873521,0.32261865079365126,0.26702057710624433,0.06703463981952008,False
FURIN,Group,CJD,CTRL,CJD vs CTRL,0.07156725691012573,-0.13853517195767207,-0.14895833860675448,0.25974090964194085,False
FUT8,Group,CJD,CTRL,CJD vs CTRL,0.5907938011053842,0.07289810846560862,0.06276220944895744,0.8317888958401032,False
FXYD5,Group,CJD,CTRL,CJD vs CTRL,0.6145883749484518,-0.01696760582010537,-0.03790243731759288,0.8450338052706192,False
FcRL2,Group,CJD,CTRL,CJD vs CTRL,0.5523474306294734,-0.034749179894179805,-0.02943397259144664,0.807548112228961,False
Flt3L,Group,CJD,CTRL,CJD vs CTRL,0.00015839886450705624,0.36545996031746064,0.3479036132470171,0.0018269738786125009,True
G-CSF,Group,CJD,CTRL,CJD vs CTRL,0.4606426066603331,0.1539837566137563,0.11283404244862005,0.7468107353708003,False
GAL,Group,CJD,CTRL,CJD vs CTRL,0.15921112779765179,0.2601643386243384,0.20060031515448856,0.42576770160180516,False
GALNT10,Group,CJD,CTRL,CJD vs CTRL,0.4063329584335692,-0.03085613756613781,-0.06183737483327374,0.706165215594319,False
GALNT2,Group,CJD,CTRL,CJD vs CTRL,0.04690968607606576,-0.15348992063492117,-0.19564074473366716,0.19472406147200214,False
GALNT3,Group,CJD,CTRL,CJD vs CTRL,0.11990850752536443,0.10832171957671966,0.10108267626957243,0.3594267362605963,False
GBP2,Group,CJD,CTRL,CJD vs CTRL,0.9379124909428143,-0.00037466931216911803,0.003500166312712754,0.9817655047037338,False
GCG,Group,CJD,CTRL,CJD vs CTRL,0.8921340449764888,0.001461190476190491,-0.006236253762469793,0.9681095092699541,False
GCNT1,Group,CJD,CTRL,CJD vs CTRL,0.14785550246016296,-0.0639623015873016,-0.08425707706993296,0.4086020647044032,False
GPC5,Group,CJD,CTRL,CJD vs CTRL,0.004072991003585318,0.43334846560846607,0.40621751959973057,0.02926667418519176,True
GDF-2,Group,CJD,CTRL,CJD vs CTRL,0.7278757980311046,0.03715060846560858,0.023937130544136816,0.9018374615917193,False
GDF-8,Group,CJD,CTRL,CJD vs CTRL,0.23209869484051926,-0.07162306878306879,-0.07908307102186504,0.5265660682832162,False
GDNF,Group,CJD,CTRL,CJD vs CTRL,0.6967167125097498,-0.004922976190476269,-0.017572596776278693,0.8894388078051767,False
GDNFR-alpha-3,Group,CJD,CTRL,CJD vs CTRL,0.6886474109860556,0.00423272486772408,-0.049255195012871705,0.8867323602488922,False
GFR-alpha-1,Group,CJD,CTRL,CJD vs CTRL,0.5013185421463955,-0.03450026455026478,-0.061278502731055035,0.7730365877500615,False
GFRA2,Group,CJD,CTRL,CJD vs CTRL,0.00019786004340833048,-0.22591428571428562,-0.2463387776941547,0.00223680077441758,True
GGT5,Group,CJD,CTRL,CJD vs CTRL,0.8263113561964524,0.05926256613756625,0.019991157322869074,0.9424300957191937,False
GH,Group,CJD,CTRL,CJD vs CTRL,2.5948380291536644e-08,0.9542509788359792,0.9739465767228932,6.324421740781255e-07,True
GH2,Group,CJD,CTRL,CJD vs CTRL,0.42087897855303624,0.0435226984126984,0.03709913918841608,0.7170597390054935,False
GHRL,Group,CJD,CTRL,CJD vs CTRL,0.1091682261652091,0.13114198412698416,0.10678334036342085,0.33854893483918935,False
GIF,Group,CJD,CTRL,CJD vs CTRL,0.6968635763788336,0.005612751322751075,-0.03302075446003561,0.8894388078051767,False
GKN1,Group,CJD,CTRL,CJD vs CTRL,0.8572368125571362,-0.0007967460317461761,-0.0075500370804900355,0.9528847283721489,False
GLB1,Group,CJD,CTRL,CJD vs CTRL,0.46162780439750606,-0.050084166666666596,-0.0501107459637352,0.7472099005753244,False
GLO1,Group,CJD,CTRL,CJD vs CTRL,1.0166760139554187e-18,1.7219503703703696,1.7020752777214456,1.7240229428137632e-16,True
GLRX,Group,CJD,CTRL,CJD vs CTRL,1.4671319919825425e-08,1.1271222751322754,1.1059686509845579,3.7511084459457305e-07,True
GM-CSF-R-alpha,Group,CJD,CTRL,CJD vs CTRL,0.6197483067964296,-0.06089173280423266,-0.08186082968634387,0.8482558827352813,False
GPC1,Group,CJD,CTRL,CJD vs CTRL,0.21282315998699194,0.1782930687830686,0.15055376427262884,0.49932310423795284,False
GPNMB,Group,CJD,CTRL,CJD vs CTRL,1.7393211869674148e-06,0.601471296296296,0.5755748141396335,2.962049115412456e-05,True
GRAP2,Group,CJD,CTRL,CJD vs CTRL,0.4245864565784324,0.033391534391534416,0.0393525709557059,0.7193779887181349,False
GSAP,Group,CJD,CTRL,CJD vs CTRL,0.08964018465292965,0.1526603174603175,0.15711954137966833,0.2983015748158035,False
GSTP1,Group,CJD,CTRL,CJD vs CTRL,3.354921842974078e-07,0.4895666137566137,0.5035901893525634,6.55360958051554e-06,True
GT,Group,CJD,CTRL,CJD vs CTRL,0.6499120933554374,-0.021639470899470936,-0.03286607634534833,0.8658975901108051,False
GZMA,Group,CJD,CTRL,CJD vs CTRL,0.0005895429790764015,-0.39982617724867753,-0.3878845352762116,0.00573007017468161,True
GZMB,Group,CJD,CTRL,CJD vs CTRL,0.26532443011031226,0.0880992328042328,0.07912299742244974,0.5701653972754717,False
GZMH,Group,CJD,CTRL,CJD vs CTRL,0.3586176665580879,0.07316966931216934,0.07105241570114437,0.6619228352172211,False
Gal-1,Group,CJD,CTRL,CJD vs CTRL,0.08356883002473181,0.33467683862433883,0.26594914931146807,0.28412484229874196,False
Gal-9,Group,CJD,CTRL,CJD vs CTRL,9.757299754533871e-09,0.6107162698412703,0.5754402973664975,2.5925905598753636e-07,True
HAGH,Group,CJD,CTRL,CJD vs CTRL,1.3349313434455474e-08,0.8182607936507935,0.8153489891930614,3.443172429534309e-07,True
HAOX1,Group,CJD,CTRL,CJD vs CTRL,0.6215918000758038,0.018736243386243384,0.0248696239404127,0.8498361901291779,False
HB-EGF,Group,CJD,CTRL,CJD vs CTRL,0.009689854276991346,-0.09812867724867669,-0.11577337984212457,0.058285387613298885,False
HCLS1,Group,CJD,CTRL,CJD vs CTRL,0.9259934751651084,-0.0014709259259264584,-0.0035390019447948604,0.9777876189844947,False
HDGF,Group,CJD,CTRL,CJD vs CTRL,1.7572358550615313e-11,1.6280376455026453,1.6334815602028618,7.37114198149495e-10,True
HEXIM1,Group,CJD,CTRL,CJD vs CTRL,5.345201684198261e-13,0.9722308597883598,0.9733742902499343,2.917894344045215e-11,True
HGF,Group,CJD,CTRL,CJD vs CTRL,0.07020989384180866,0.20708759259259235,0.1946732342466912,0.25656710404365657,False
HMOX2,Group,CJD,CTRL,CJD vs CTRL,1.4195571117678616e-15,1.2664941931216929,1.2570252385305698,1.229768497911941e-13,True
HNMT,Group,CJD,CTRL,CJD vs CTRL,0.002756987398548145,0.45807804232804195,0.396911270399985,0.02123013484679103,True
HO-1,Group,CJD,CTRL,CJD vs CTRL,0.06591978849772567,0.32209346560846575,0.2707748735932346,0.24573466526046472,False
HPGDS,Group,CJD,CTRL,CJD vs CTRL,0.6073019557037284,0.023263082010581693,0.020432241267283165,0.839728762484163,False
HS3ST3B1,Group,CJD,CTRL,CJD vs CTRL,0.16654027326293883,-0.04253182539682543,-0.059941178608363635,0.4369078268287105,False
HS6ST1,Group,CJD,CTRL,CJD vs CTRL,0.13057185417961487,-0.14763357142857148,-0.21496824508347911,0.3796635088695843,False
HSD11B1,Group,CJD,CTRL,CJD vs CTRL,0.7792066462600448,0.01382944444444445,0.013657017535112656,0.9211327455788426,False
HSP 27,Group,CJD,CTRL,CJD vs CTRL,3.058810603447164e-05,1.1445003174603166,1.0226885043955862,0.00041041617019316326,True
HSP90B1,Group,CJD,CTRL,CJD vs CTRL,0.5287589891545156,-0.02143470899470923,-0.03654394316238101,0.7933375646764852,False
ICA1,Group,CJD,CTRL,CJD vs CTRL,2.0538228812246598e-05,0.30927912698412696,0.3061019541519,0.00028667195032155057,True
ICOSLG,Group,CJD,CTRL,CJD vs CTRL,0.026432127711432503,-0.24429055555555745,-0.2997749299623145,0.1272894609426689,False
IDUA,Group,CJD,CTRL,CJD vs CTRL,0.01842414633070479,-0.398632407407407,-0.3993044780320011,0.09632428977444084,False
IFI30,Group,CJD,CTRL,CJD vs CTRL,0.011044389368130826,0.19573764550264627,0.2321252479810178,0.06420407240262778,False
IFN-gamma,Group,CJD,CTRL,CJD vs CTRL,0.9947138455981491,0.010043267195767314,0.0010864254655344463,0.9985584571542212,False
IFN-gamma-R1,Group,CJD,CTRL,CJD vs CTRL,0.6215097158840941,-0.008383835978834853,-0.04612689534121814,0.8498361901291779,False
IFNL1,Group,CJD,CTRL,CJD vs CTRL,0.4937672327238972,0.03666809523809533,0.03075392206795826,0.768168035293668,False
IFNLR1,Group,CJD,CTRL,CJD vs CTRL,0.24733481997465462,-0.05456517195767194,-0.06351391052227161,0.5447639524668406,False
IGF1R,Group,CJD,CTRL,CJD vs CTRL,0.40761075523615675,0.12446210317460382,0.07972148196775916,0.7074603047108383,False
IGFBPL1,Group,CJD,CTRL,CJD vs CTRL,0.4235951823381503,-0.040900899470898366,-0.11234567694102882,0.7189211250500549,False
IGSF3,Group,CJD,CTRL,CJD vs CTRL,0.00950548736209619,-0.1853693650793653,-0.20446751961521809,0.05756742726132722,False
IKZF2,Group,CJD,CTRL,CJD vs CTRL,0.9927648629686616,-0.01112808201058213,-0.0007829989341227531,0.9980242126463462,False
IL-1 alpha,Group,CJD,CTRL,CJD vs CTRL,0.000538746831922041,0.4013739285714284,0.39845468086455466,0.005294466400023017,True
IL-10RA,Group,CJD,CTRL,CJD vs CTRL,0.8440617904808766,0.009437857142856831,0.006207333878991347,0.9491621046945621,False
IL-10RB,Group,CJD,CTRL,CJD vs CTRL,0.017554399248938393,0.22726613756613745,0.20391640289666532,0.09265467683048939,False
IL-12B,Group,CJD,CTRL,CJD vs CTRL,0.008370212605848928,-0.20953543650793655,-0.21816017749585984,0.052158400679136796,False
IL-15RA,Group,CJD,CTRL,CJD vs CTRL,0.6056342316989645,0.021347817460317553,0.020964816250649537,0.8394267648720486,False
IL-17A,Group,CJD,CTRL,CJD vs CTRL,0.529925350254403,0.03267423280423265,0.02978172363715977,0.7937689519403814,False
IL-17C,Group,CJD,CTRL,CJD vs CTRL,0.39796438267407075,-0.031044219576719545,-0.04039320512814835,0.6983418200713314,False
IL-17D,Group,CJD,CTRL,CJD vs CTRL,0.642705366976863,0.07116428571428646,0.06332298115376608,0.8614419887466519,False
IL-18R1,Group,CJD,CTRL,CJD vs CTRL,0.30082235327856527,0.0797069708994709,0.07355431479364417,0.610841823090488,False
IL-1ra,Group,CJD,CTRL,CJD vs CTRL,0.0010120672486454336,0.4367204761904763,0.39598548076886886,0.009176536941642896,True
IL-20,Group,CJD,CTRL,CJD vs CTRL,0.5519040484040854,-0.016281746031745925,-0.018906386480843567,0.8073926699303525,False
IL-20RA,Group,CJD,CTRL,CJD vs CTRL,0.03221386383952394,-0.0839268386243387,-0.09721184914743516,0.1473003412512942,False
IL-22 RA1,Group,CJD,CTRL,CJD vs CTRL,0.3068273261362941,-0.12674244708994703,-0.10641418821803139,0.6153119667863297,False
IL-24,Group,CJD,CTRL,CJD vs CTRL,0.36651152993006386,-0.07029869047619047,-0.0658167472676207,0.670436824417382,False
