1	5
1	9
1	13
1	16
1	18
1	20
1	24
1	25
1	28
1	30
1	37
1	41
1	45
1	55
1	58
1	66
1	68
1	75
1	77
1	79
1	83
1	84
1	85
1	86
2	9
2	13
2	16
2	18
2	19
2	24
2	25
2	33
2	34
2	37
2	41
2	49
2	55
2	58
2	64
2	65
2	66
2	68
2	79
2	83
2	84
2	85
3	9
3	13
3	16
3	18
3	22
3	25
3	28
3	37
3	41
3	55
3	58
3	64
3	66
3	68
3	72
3	76
3	77
3	84
3	85
3	86
4	5
4	7
4	8
4	9
4	13
4	16
4	18
4	20
4	23
4	24
4	25
4	28
4	30
4	33
4	34
4	37
4	41
4	44
4	45
4	52
4	55
4	64
4	65
4	66
4	68
4	72
4	77
4	79
4	83
4	84
4	85
4	86
5	7
5	8
5	9
5	13
5	15
5	16
5	18
5	20
5	23
5	24
5	25
5	28
5	29
5	30
5	32
5	33
5	34
5	37
5	41
5	45
5	48
5	49
5	51
5	55
5	56
5	58
5	64
5	65
5	66
5	68
5	72
5	75
5	77
5	78
5	79
5	80
5	83
5	84
5	85
5	86
5	87
6	9
6	13
6	16
6	18
6	20
6	24
6	25
6	37
6	41
6	49
6	55
6	58
6	64
6	66
6	68
6	72
6	79
6	83
6	84
6	85
6	86
7	9
7	13
7	15
7	16
7	18
7	20
7	24
7	25
7	26
7	32
7	37
7	41
7	44
7	45
7	55
7	64
7	65
7	66
7	72
7	77
7	79
7	83
7	84
7	85
7	86
7	87
8	9
8	13
8	15
8	16
8	18
8	20
8	22
8	23
8	24
8	25
8	26
8	28
8	29
8	33
8	34
8	35
8	37
8	41
8	44
8	45
8	47
8	48
8	49
8	55
8	56
8	57
8	58
8	60
8	64
8	65
8	66
8	68
8	72
8	75
8	76
8	79
8	83
8	84
8	85
8	86
8	87
8	88
9	11
9	12
9	13
9	15
9	16
9	18
9	19
9	20
9	21
9	22
9	23
9	24
9	25
9	26
9	27
9	28
9	29
9	30
9	33
9	34
9	35
9	37
9	39
9	41
9	42
9	44
9	45
9	46
9	47
9	48
9	49
9	51
9	52
9	54
9	55
9	56
9	57
9	58
9	59
9	62
9	64
9	65
9	66
9	67
9	68
9	72
9	75
9	76
9	77
9	78
9	79
9	80
9	83
9	84
9	85
9	86
9	87
9	88
10	41
10	13
10	16
10	18
10	84
11	64
11	65
11	66
11	13
11	79
11	18
11	84
11	86
11	37
12	64
12	66
12	72
12	16
12	18
12	84
12	86
12	28
12	30
12	34
12	37
12	41
12	58
13	15
13	16
13	17
13	18
13	19
13	20
13	22
13	23
13	24
13	25
13	26
13	28
13	29
13	30
13	31
13	32
13	33
13	34
13	35
13	37
13	39
13	41
13	42
13	44
13	45
13	46
13	47
13	48
13	49
13	51
13	54
13	55
13	56
13	57
13	58
13	60
13	62
13	64
13	65
13	66
13	67
13	68
13	72
13	75
13	76
13	77
13	78
13	79
13	80
13	81
13	82
13	83
13	84
13	85
13	86
13	87
13	88
14	18
14	34
15	16
15	18
15	24
15	25
15	26
15	28
15	29
15	33
15	34
15	37
15	41
15	44
15	45
15	49
15	55
15	64
15	66
15	68
15	72
15	76
15	77
15	78
15	79
15	84
15	85
15	86
15	88
16	17
16	18
16	19
16	20
16	22
16	23
16	24
16	25
16	26
16	28
16	29
16	30
16	32
16	33
16	34
16	37
16	38
16	40
16	41
16	44
16	45
16	46
16	47
16	48
16	49
16	51
16	52
16	54
16	55
16	56
16	57
16	58
16	62
16	64
16	65
16	66
16	67
16	68
16	72
16	75
16	76
16	77
16	78
16	79
16	81
16	82
16	83
16	84
16	85
16	86
