KIR3DL1	0.0691415343915343
MAGED1	0.0947851851851854
SMAD1	0.0712208730158729
MAX	0.037358875661376
AMN	0.0307887433862436
BTC	0.1703421296296295
BANK1	0.1707582671957674
LRP1	0.0120984656084656
FGR	0.0260060978835978
PTPRJ	0.0272929497354499
RRM2B	0.0518474999999999
PDCD1	0.0538488624338622
STXBP3	0.0119179894179892
CES2	0.0283048809523809
FABP9	0.0051392724867722
ITGB1BP1	0.0210592195767194
NOS3	0.0569356349206349
METAP1	0.0679980555555554
RASSF2	0.0585560317460318
RCOR1	0.0585244312169315
INPPL1	0.0783417857142856
HPGDS	0.0232630820105816
AGR2	0.0128780555555555
MAEA	0.1529210978835977
CSNK1D	0.0188931613756611
SIRT5	0.0798666931216931
RARRES1	0.0406892592592592
LHB	0.0790009523809524
PDGFC	0.0494912433862432
AIFM1	0.0635815608465606
PRKRA	0.116109404761905
