55	81	0.17306368
32	81	0.17306368
80	82	0.1687653
81	82	0.1687653
82	83	0.108028755
13	83	0.108028755
83	84	0.106696755
14	84	0.106696755
40	84	0.106696755
33	85	0.36076865
4	85	0.36076865
85	86	0.26225284
3	86	0.26225284
26	87	0.23013274
50	87	0.23013274
74	88	0.21627185
29	88	0.21627185
87	88	0.21627185
88	89	0.2074709
70	89	0.2074709
89	90	0.19835621
56	90	0.19835621
90	91	0.18576832
58	91	0.18576832
73	92	0.18529633
91	92	0.18529633
92	93	0.18447793
36	93	0.18447793
18	94	0.18110469
2	94	0.18110469
9	94	0.18110469
16	94	0.18110469
22	94	0.18110469
42	94	0.18110469
71	94	0.18110469
72	94	0.18110469
93	94	0.18110469
1	95	0.18029322
94	95	0.18029322
95	96	0.17688286
44	96	0.17688286
51	97	0.1746635
96	97	0.1746635
97	98	0.16737257
10	98	0.16737257
98	99	0.15796316
35	99	0.15796316
99	100	0.15533055
67	100	0.15533055
100	101	0.15120542
24	101	0.15120542
101	102	0.1494938
6	102	0.1494938
64	102	0.1494938
30	102	0.1494938
34	102	0.1494938
23	102	0.1494938
53	102	0.1494938
54	102	0.1494938
17	102	0.1494938
102	103	0.14896376
60	103	0.14896376
103	104	0.14710815
45	104	0.14710815
46	105	0.14650252
104	105	0.14650252
105	106	0.14563137
5	106	0.14563137
75	107	0.14471453
106	107	0.14471453
48	108	0.14348482
107	108	0.14348482
108	109	0.142384
43	109	0.142384
109	110	0.14145029
63	110	0.14145029
110	111	0.14034949
68	111	0.14034949
111	112	0.13468377
28	112	0.13468377
65	113	0.13416487
112	113	0.13416487
113	114	0.1341415
69	114	0.1341415
114	115	0.13019015
79	115	0.13019015
115	116	0.122932166
61	116	0.122932166
116	117	0.11301677
7	117	0.11301677
62	118	0.10598351
117	118	0.10598351
118	119	0.103673205
20	119	0.103673205
119	120	0.10315151
76	120	0.10315151
39	121	0.10042375
120	121	0.10042375
121	122	0.09977327
25	122	0.09977327
122	123	0.095016815
78	123	0.095016815
86	124	0.0911997
123	124	0.0911997
8	125	0.09107712
124	125	0.09107712
125	126	0.083704315
52	126	0.083704315
57	127	0.08315633
126	127	0.08315633
84	128	0.082511894
127	128	0.082511894
12	129	0.07835875
128	129	0.07835875
37	130	0.071461275
129	130	0.071461275
15	131	0.06476092
130	131	0.06476092
77	132	0.05537599
131	132	0.05537599
11	133	0.054422315
132	133	0.054422315
66	134	0.053699214
133	134	0.053699214
21	135	0.049583722
134	135	0.049583722
19	136	0.04893521
135	136	0.04893521
38	137	0.044630155
136	137	0.044630155
137	138	0.04048989
41	138	0.04048989
27	139	0.03909068
138	139	0.03909068
47	140	0.038151786
139	140	0.038151786
31	141	0.033108663
140	141	0.033108663
49	142	0.031152558
141	142	0.031152558
59	143	0.014776513
142	143	0.014776513
