14	31
14	51
14	44
14	39
47	37
47	51
47	39
47	86
47	90
47	44
47	31
47	91
47	93
47	96
47	84
47	67
47	20
47	78
47	41
47	13
47	36
47	89
47	42
47	56
47	75
47	23
47	34
47	24
47	22
47	106
47	79
47	94
47	62
47	30
47	21
47	88
47	32
47	8
47	29
47	81
47	33
47	101
47	100
47	35
47	52
47	9
47	17
47	60
47	66
47	40
47	64
47	15
47	54
47	73
47	38
47	43
47	28
47	16
47	95
47	65
47	68
47	57
47	103
47	92
47	61
47	58
47	4
47	19
47	11
47	5
47	48
47	82
47	49
47	12
47	71
47	26
47	70
47	6
47	18
47	46
47	3
47	10
47	53
47	2
47	80
47	104
47	55
47	102
78	44
78	39
78	37
78	51
78	67
78	96
78	56
78	29
78	86
78	60
78	36
78	101
78	3
78	41
78	52
78	34
78	4
78	95
78	11
78	79
78	53
78	70
78	21
78	65
78	99
78	31
78	42
78	12
78	84
78	54
78	82
78	83
78	76
78	10
78	90
78	91
78	28
78	68
78	32
78	19
78	20
78	13
78	24
78	55
78	85
78	58
78	88
78	17
78	64
78	16
78	59
78	6
78	81
78	105
78	102
78	40
78	18
78	89
78	66
78	23
78	2
78	61
78	94
78	49
78	33
78	30
78	62
78	38
78	92
78	106
78	104
78	71
78	8
78	100
78	103
78	48
78	93
78	15
78	80
78	73
78	7
44	37
44	86
44	90
44	39
44	103
44	51
44	17
44	36
44	82
44	33
44	29
44	79
44	53
44	20
44	11
44	84
44	4
44	31
44	89
44	10
44	65
44	93
44	81
44	73
44	56
44	52
44	106
44	40
44	61
44	48
44	41
44	70
44	95
44	104
44	15
44	96
44	30
44	57
44	62
44	101
44	34
44	16
44	7
44	66
44	13
44	100
44	28
44	42
44	67
44	43
44	8
44	60
44	94
44	88
44	22
44	91
44	75
44	21
44	64
44	3
44	18
44	24
44	6
44	63
44	80
44	35
44	49
44	85
44	69
44	59
44	26
44	102
44	32
44	105
44	99
44	50
44	92
44	23
44	97
44	1
44	68
44	2
44	45
44	46
44	38
44	54
44	83
44	58
44	71
44	9
44	98
19	86
19	51
19	20
19	29
19	94
19	90
19	31
19	101
19	37
19	4
19	41
19	89
19	54
19	96
19	79
19	10
19	93
19	36
19	91
39	37
39	31
39	86
39	96
39	24
39	20
39	56
39	34
39	70
39	79
39	68
39	51
39	36
39	57
39	94
39	95
39	40
39	8
39	89
39	7
39	67
39	82
39	41
39	52
39	49
39	17
39	16
39	103
39	29
39	21
39	53
39	65
39	101
39	88
39	102
39	4
39	106
39	75
39	43
39	90
39	22
39	38
39	60
39	84
39	10
39	11
39	15
39	104
39	6
39	99
39	92
39	30
39	26
39	13
39	28
39	32
39	71
39	35
39	66
39	3
39	73
39	23
39	105
39	9
39	80
39	93
39	58
39	81
39	91
39	18
39	76
39	42
39	62
39	61
39	87
39	100
39	2
39	64
22	86
22	51
22	31
22	37
22	96
22	8
22	33
22	24
22	4
22	90
22	104
22	103
22	73
22	95
79	31
79	86
79	36
79	52
79	90
79	84
79	41
79	96
79	24
79	100
79	60
79	37
79	65
79	51
79	32
79	8
79	56
79	20
79	89
79	94
79	95
79	82
79	93
79	34
79	57
79	13
79	103
79	4
79	85
79	88
79	101
79	66
79	21
79	99
79	15
79	49
79	67
79	106
79	12
79	10
79	48
79	17
79	33
79	28
79	26
79	30
79	35
79	53
85	37
85	86
85	31
85	94
85	48
85	96
85	40
85	90
24	86
24	31
24	96
24	20
24	95
24	51
24	29
24	21
24	7
24	60
24	30
24	84
24	67
24	37
24	62
24	102
24	57
24	90
24	103
24	32
24	61
24	38
24	71
24	94
24	33
24	36
24	52
24	99
24	100
24	54
24	48
24	8
24	3
24	93
24	80
24	40
24	41
24	82
18	37
18	51
18	31
18	86
18	52
18	20
18	60
18	90
18	36
18	30
18	84
18	40
18	103
18	104
58	31
58	96
58	34
58	37
58	103
58	90
58	52
58	106
58	51
58	41
58	86
58	91
58	53
70	51
70	96
70	86
70	31
70	29
70	37
70	36
70	95
70	67
70	94
70	90
70	20
70	89
70	61
70	17
70	48
70	7
70	82
62	86
62	51
62	96
62	37
62	31
62	20
62	56
62	103
62	57
62	6
62	30
62	88
62	38
10	31
10	95
10	51
10	90
10	20
10	37
10	41
10	100
10	96
10	33
10	21
10	29
10	3
10	82
10	86
10	60
10	52
10	57
10	12
10	106
96	86
96	51
96	37
96	90
96	20
96	95
96	29
96	36
96	94
96	52
96	101
96	84
96	2
96	56
96	15
96	34
96	106
96	54
96	3
96	43
96	57
96	38
96	41
96	60
96	17
96	11
96	16
96	28
96	31
96	30
96	42
96	88
96	102
96	99
96	75
96	66
96	89
96	82
96	105
96	65
96	103
96	81
96	93
96	91
96	23
96	73
96	21
96	48
96	100
96	8
96	67
96	25
96	13
96	26
96	53
96	35
96	6
96	71
35	31
35	37
35	29
35	51
35	52
35	38
35	67
35	103
35	3
35	61
35	86
35	57
35	56
35	60
12	86
12	51
12	37
12	41
12	23
12	29
12	103
12	95
12	42
12	90
12	6
12	8
92	37
92	86
92	31
92	71
92	41
92	51
36	51
36	31
36	37
36	56
36	86
36	20
36	54
36	11
36	90
36	100
36	94
36	32
36	17
36	34
36	41
36	66
36	15
36	2
36	29
36	101
36	33
36	81
36	8
36	16
36	99
36	13
36	61
36	91
36	60
36	105
36	42
36	38
36	53
36	103
36	43
36	3
36	102
36	4
36	104
36	68
36	23
36	89
36	21
36	49
65	31
65	37
65	90
65	51
65	60
65	32
65	54
65	53
65	20
65	30
65	28
65	81
65	8
65	56
65	61
65	106
34	31
34	90
34	29
34	88
34	51
34	86
34	20
34	41
34	60
34	105
34	81
