1	51
2	10
2	20
2	24
2	29
2	31
2	34
2	36
2	37
2	41
2	44
2	47
2	51
2	56
2	69
2	70
2	78
2	79
2	89
2	90
2	96
2	100
3	4
3	20
3	23
3	24
3	31
3	33
3	36
3	37
3	39
3	44
3	47
3	51
3	56
3	61
3	73
3	79
3	86
3	90
3	95
3	100
4	8
4	10
4	15
4	17
4	20
4	29
4	31
4	36
4	37
4	39
4	41
4	42
4	44
4	47
4	49
4	52
4	53
4	57
4	58
4	60
4	65
4	71
4	78
4	79
4	86
4	90
4	93
4	96
4	98
4	100
4	102
4	103
6	8
6	20
6	31
6	36
6	39
6	41
6	44
6	47
6	51
6	70
6	78
6	79
6	86
6	95
6	96
6	103
6	106
7	10
7	78
7	86
7	29
7	30
7	31
7	37
7	39
7	44
7	47
7	51
7	95
8	10
8	12
8	13
8	15
8	16
8	19
8	20
8	21
8	24
8	26
8	29
8	30
8	31
8	32
8	33
8	35
8	36
8	37
8	38
8	39
8	41
8	42
8	44
8	47
8	51
8	52
8	56
8	57
8	62
8	65
8	70
8	71
8	78
8	79
8	84
8	86
8	90
8	91
8	94
8	96
8	99
8	100
8	103
8	104
8	106
9	37
9	39
9	47
9	44
10	26
10	31
10	33
10	36
10	37
10	38
10	39
10	40
10	43
10	44
10	47
10	51
10	52
10	57
10	61
10	78
10	79
10	81
10	84
10	86
10	91
10	96
11	20
11	24
11	29
11	31
11	36
11	37
11	39
11	41
11	44
11	47
11	51
11	52
11	78
11	79
11	86
11	90
11	96
12	67
12	78
12	15
12	20
12	86
12	90
12	91
12	31
12	96
12	36
12	37
12	39
12	44
12	47
12	51
13	19
13	20
13	31
13	37
13	39
13	41
13	44
13	47
13	51
13	52
13	58
13	71
13	78
13	86
13	90
13	96
14	51
14	71
14	90
14	44
15	20
15	24
15	29
15	30
15	31
15	37
15	39
15	44
15	51
15	52
15	53
15	57
15	60
15	67
15	78
15	79
15	84
15	86
15	90
15	93
15	95
15	99
15	103
16	20
16	23
16	24
16	28
16	29
16	31
16	34
16	37
16	39
16	43
16	44
16	47
16	51
16	54
16	57
16	63
16	65
16	78
16	86
16	90
16	94
16	95
16	96
16	103
17	20
17	24
17	29
17	31
17	34
17	37
17	39
17	41
17	44
17	47
17	51
17	78
17	86
17	90
17	91
17	93
17	103
18	30
18	31
18	32
18	34
18	37
18	39
18	44
18	47
18	51
18	52
18	60
