1	KIR3DL1
2	MAGED1
3	SMAD1
4	MAX
5	AMN
6	BTC
7	BANK1
8	LRP1
9	FGR
10	PTPRJ
11	RRM2B
12	PDCD1
13	STXBP3
14	CES2
15	FABP9
16	ITGB1BP1
17	NOS3
18	METAP1
19	RASSF2
20	RCOR1
21	INPPL1
22	HPGDS
23	AGR2
24	MAEA
25	CSNK1D
26	SIRT5
27	RARRES1
28	LHB
29	PDGFC
30	AIFM1
31	PRKRA
