# Observed cut height: 0.19888052
# Observed size of largest cluster at observed cut height: 19
# Expected size of largest cluster at observed cut height: 6.67
# Observed maximum ratio statistic: 2.849
# Expected maximum ratio statistic: 1.614
# p-value: 0.01
# Clusters:
APEX1	CAIX	CRKL	DDAH1	EIF4B	ENO2	FKBP4	GLO1	HMOX2	MAD1L1	MAPT	METAP1D	PAG1	PHOSPHO1	PPP3R1	PRDX3	RBKS	SRP14	WASF1
AHCY	HAGH
4E-BP1
ABL1
ALDH1A1
ARHGEF12
BAG6
CA13
CAMKK1
CAPG
CCDC80
CCL3
CD84
CLEC5A
CRADD
DDC
DFFA
DNAJB1
EIF4G1
FHIT
FKBP5
FOSB
GLRX
GSTP1
Gal-9
HDGF
HEXIM1
ILKAP
IMPA1
LILRB4
LOX-1
LYN
MAP2K6
MGMT
MILR1
NEFL
NQO2
PARP-1
PFDN2
PFKM
PIgR
PPP1R2
PPP1R9B
PRDX1
PRDX5
PREB
PSIP1
SCAMP3
SIGLEC7
SNCG
SOD2
SRC
SRPK2
STAMBP
TBCB
THOP1
TIGAR
TNFRSF11A
USP8
WWP2
hOSCAR
