22	104	0.034700822
85	104	0.034700822
50	105	0.03261408
104	105	0.03261408
79	106	0.04976251
66	106	0.04976251
106	107	0.04683471
21	107	0.04683471
6	108	0.04512054
107	108	0.04512054
108	109	0.043767132
81	109	0.043767132
93	110	0.042152606
109	110	0.042152606
77	111	0.03602197
110	111	0.03602197
111	112	0.034180544
78	112	0.034180544
11	113	0.032945395
112	113	0.032945395
95	114	0.032748945
113	114	0.032748945
51	115	0.030855434
80	115	0.030855434
114	116	0.03006145
71	116	0.03006145
115	116	0.03006145
23	117	0.028664863
116	117	0.028664863
105	118	0.028228166
55	118	0.028228166
118	119	0.027788155
52	119	0.027788155
119	120	0.027736235
117	120	0.027736235
120	121	0.027687084
37	121	0.027687084
56	122	0.026698938
121	122	0.026698938
122	123	0.026356315
99	123	0.026356315
123	124	0.0259101
20	124	0.0259101
124	125	0.025780046
57	125	0.025780046
125	126	0.025322037
53	126	0.025322037
43	127	0.024253843
126	127	0.024253843
8	128	0.02413073
127	128	0.02413073
41	129	0.024012739
128	129	0.024012739
129	130	0.023930803
87	130	0.023930803
130	131	0.023895187
83	131	0.023895187
131	132	0.022946054
36	132	0.022946054
62	133	0.021731352
132	133	0.021731352
70	134	0.021264942
133	134	0.021264942
134	135	0.020586045
46	135	0.020586045
135	136	0.019840462
9	136	0.019840462
92	137	0.01973209
136	137	0.01973209
137	138	0.01950501
2	138	0.01950501
138	139	0.018603245
88	139	0.018603245
139	140	0.018243477
68	140	0.018243477
29	141	0.015397256
140	141	0.015397256
141	142	0.014776337
98	142	0.014776337
100	143	0.014617768
142	143	0.014617768
143	144	0.014590736
73	144	0.014590736
69	144	0.014590736
144	145	0.0142431175
26	145	0.0142431175
145	146	0.014217405
4	146	0.014217405
146	147	0.013688136
38	147	0.013688136
147	148	0.013570833
17	148	0.013570833
148	149	0.012979825
39	149	0.012979825
5	150	0.012863956
149	150	0.012863956
150	151	0.012586486
14	151	0.012586486
151	152	0.011573545
102	152	0.011573545
152	153	0.011499194
86	153	0.011499194
16	154	0.010561174
153	154	0.010561174
35	155	0.0104235355
154	155	0.0104235355
155	156	0.009376025
96	156	0.009376025
156	157	0.009105398
65	157	0.009105398
157	158	0.009046508
28	158	0.009046508
94	159	0.00900604
158	159	0.00900604
159	160	0.008984666
49	160	0.008984666
160	161	0.008939909
75	161	0.008939909
161	162	0.008697634
44	162	0.008697634
162	163	0.008135549
97	163	0.008135549
163	164	0.00812374
101	164	0.00812374
164	165	0.007925724
10	165	0.007925724
165	166	0.0075195422
76	166	0.0075195422
166	167	0.007334031
18	167	0.007334031
167	168	0.0072063445
60	168	0.0072063445
1	169	0.006753072
168	169	0.006753072
169	170	0.0063026417
32	170	0.0063026417
170	171	0.0054549626
30	171	0.0054549626
89	172	0.0050076274
171	172	0.0050076274
58	173	0.00486358
172	173	0.00486358
173	174	0.0045963447
42	174	0.0045963447
84	175	0.0044298484
174	175	0.0044298484
33	176	0.0040385528
175	176	0.0040385528
67	177	0.0038360506
176	177	0.0038360506
177	178	0.0037937383
34	178	0.0037937383
25	179	0.003773484
178	179	0.003773484
179	180	0.0037088634
64	180	0.0037088634
180	181	0.0035182417
47	181	0.0035182417
181	182	0.0033460096
63	182	0.0033460096
103	183	0.0032547582
182	183	0.0032547582
183	184	0.0030496193
31	184	0.0030496193
184	185	0.002963816
7	185	0.002963816
185	186	0.0027211823
48	186	0.0027211823
186	187	0.0023628727
12	187	0.0023628727
187	188	0.0022576202
13	188	0.0022576202
188	189	0.0019664273
19	189	0.0019664273
189	190	0.0016446107
40	190	0.0016446107
190	191	0.0015692048
61	191	0.0015692048
191	192	0.0013939359
91	192	0.0013939359
192	193	0.0012660997
74	193	0.0012660997
193	194	0.0012583002
90	194	0.0012583002
54	195	0.0010679364
194	195	0.0010679364
195	196	0.001032448
59	196	0.001032448
196	197	0.0010237321
24	197	0.0010237321
197	198	0.00074102555
15	198	0.00074102555
198	199	0.0006159128
72	199	0.0006159128
82	200	0.0005354354
199	200	0.0005354354
200	201	0.00032668357
45	201	0.00032668357
201	202	0.00029178424
27	202	0.00029178424
202	203	4.2882722e-05
3	203	4.2882722e-05
