1	TLR3
2	ADAM-TS.15
3	ERBB2
4	5'-NT
5	Gal-1
6	TNFRSF19
7	VEGFR-2
8	hK8
9	DLL1
10	TNFSF13
11	LYPD3
12	WIF-1
13	ITGAV
14	ICOSLG
15	IFN-gamma-R1
16	ITGB5
17	ERBB3
18	SYND1
19	PODXL
20	WFDC2
21	SPARC
22	RSPO3
23	TNFRSF4
24	SEZ6L
25	GPC1
26	WISP-1
27	TFPI-2
28	TGFR-2
29	FURIN
30	EPHA2
31	ESM-1
32	MAD.homolog.5
33	CD48
34	FASLG
35	CYR61
36	IGF1R
37	RET
38	CPE
39	ERBB4
40	FR-gamma
